midwest,actual,pred
1090,0.2,0.112733003
1091,0,0.103725179
1092,0.3,0.106258013
1093,0.158333333,0.101194578
1094,0,0.118535526
1095,0.357142857,0.112723549
1096,0,0.108184213
1097,0,0.099393985
1098,0.16026936,0.112808422
1099,0.6,0.106171306
1100,0.285714286,0.103557556
1101,0,0.111939573
1102,0.4,0.114631839
1103,0.5,0.102839594
1104,0.1,0.115332344
1105,0,0.114195141
1106,0,0.108424564
1107,0,0.106617963
1108,-0.9,0.106540867
1109,1,0.114379718
1110,0.392857143,0.11167795
1111,0.15224359,0.113131623
1112,0.1,0.112945188
1113,0.5,0.119703571
1114,0,0.10909907
1115,0,0.111777908
1116,0,0.102378634
1117,0,0.112973705
1118,0,0.108113439
1119,0,0.114676838
1120,0.16,0.111262289
1121,0,0.113473557
1122,0.1,0.107228756
1123,0.25,0.117228083
1124,0,0.106481101
1125,0,0.100030111
1126,0.6,0.110364129
1127,0.1,0.103107455
1128,0,0.110668615
1129,0.25,0.106471137
1130,0.075,0.105415515
1131,0.5,0.104641604
1132,0,0.12272253
1133,-0.2,0.108628141
1134,0.5,0.110853557
1135,0.166666667,0.115365132
1136,0.5,0.116364762
1137,0.5,0.11062389
1138,0.75,0.111986697
1139,0,0.112043711
1140,0.216666667,0.109839248
1141,0.6,0.118927528
1142,0,0.118487891
1143,0,0.11629373
1144,-1,0.104590754
1145,0,0.111553093
1146,0,0.098300488
1147,0.35,0.106394545
1148,0,0.118816296
1149,0,0.113348244
1150,0.45,0.113642307
1151,-0.316666667,0.110247778
1152,0,0.110018445
1153,0.866666667,0.116519746
1154,0,0.112932728
1155,0.5,0.104697012
1156,0,0.114340565
1157,0.1,0.104212428
1158,0.1,0.11062389
1159,0,0.119662696
1160,0,0.112930206
1161,-1,0.112322436
1162,-0.1,0.100197776
1163,0,0.111743622
1164,0.5,0.1077031
1165,0,0.10686743
1166,0,0.10509246
1167,-0.3,0.111889653
1168,-0.4,0.108468624
1169,0,0.112135887
1170,0,0.108647725
1171,-0.155555556,0.107661185
1172,0,0.103224031
1173,0,0.113830171
1174,-0.85,0.090438666
1175,-0.3,0.114265946
1176,0,0.102788892
1177,0.8,0.109182233
1178,0,0.109518827
1179,0.8,0.106538376
1180,0.39,0.109810882
1181,0,0.110263468
1182,-0.2,0.111135762
1183,0.8,0.113758515
1184,0.041666667,0.119956252
1185,0,0.109355428
1186,0.25,0.107652411
1187,0,0.110966183
1188,0,0.110969885
1189,0,0.114341276
1190,0,0.117988486
1191,0,0.100999168
1192,0,0.116574178
1193,-0.333333333,0.110149842
1194,0.6,0.109132547
1195,0,0.111211857
1196,0,0.114930419
1197,0,0.103236735
1198,0,0.117123161
1199,0,0.110311152
1200,-0.125,0.115267785
1201,0,0.111133482
1202,0,0.118645475
1203,0.516666667,0.117682583
1204,0,0.112445493
1205,-0.5,0.104574455
1206,0,0.110903565
1207,-0.1953125,0.105516415
1208,0,0.111691242
1209,0,0.099684668
1210,0,0.112958751
1211,0,0.112199201
1212,0.213068182,0.112135887
1213,0.1625,0.108974523
1214,0,0.095140928
1215,0.353679654,0.113900645
1216,0.45,0.11047388
1217,0,0.11357004
1218,-0.375,0.104640541
1219,0,0.107259312
1220,0.875,0.105090812
1221,0,0.107666734
1222,0,0.113708362
1223,0,0.110828573
1224,0,0.115813898
1225,0,0.110462395
1226,0,0.111504126
1227,0.2,0.107045952
1228,0,0.106514205
1229,0,0.115638315
1230,0,0.108659684
1231,0.8,0.111646565
1232,0,0.114035927
1233,0.6,0.107056969
1234,0,0.118099273
1235,0,0.11357004
1236,0.195238095,0.113958039
1237,0,0.110863677
1238,0,0.109550378
1239,0,0.110263468
1240,0.408333333,0.114167003
1241,0.225,0.115517408
1242,0.212121212,0.107452041
1243,0.46875,0.116803785
1244,0,0.104139803
1245,0,0.115546915
1246,0,0.110959682
1247,0,0.103135454
1248,0,0.111134916
1249,0.4,0.104108227
1250,0,0.110778113
1251,0,0.109057651
1252,0,0.109702348
1253,0.136363636,0.108781269
1254,0.4453125,0.110828573
1255,1,0.117740389
1256,0,0.099038874
1257,0.233333333,0.106555555
1258,-0.2,0.116561651
1259,0,0.116248299
1260,-0.1,0.11893565
1261,0.425,0.114035927
1262,0,0.102123701
1263,0,0.10821331
1264,0.1,0.11008163
1265,0,0.112739583
1266,0,0.113869618
1267,0.25,0.111072089
1268,1,0.112371847
1269,0.042857143,0.104590754
1270,-0.075757576,0.106725155
1271,0,0.106111085
1272,0,0.115124189
1273,0.247222222,0.114100707
1274,0,0.121872821
1275,0,0.114790192
1276,0,0.118688503
1277,0.325,0.116057687
1278,-0.125,0.113436523
1279,0.9,0.107873977
1280,0,0.11904535
1281,0.5,0.112637273
1282,0.5,0.115174381
1283,0,0.10742265
1284,0.375,0.111135762
1285,-0.3,0.116673701
1286,0,0.099172212
1287,1,0.114580405
1288,0,0.112610993
1289,0,0.111254505
1290,0,0.110246773
1291,0.35625,0.117311037
1292,0,0.114880456
1293,0.069444444,0.112945188
1294,0,0.099392338
1295,0,0.109485286
1296,0,0.114551809
1297,0.8,0.109888003
1298,0,0.114533898
1299,0.8,0.112918854
1300,0.233333333,0.108160231
1301,0,0.114190875
1302,0,0.111135762
1303,0,0.113097608
1304,-0.233333333,0.109081164
1305,0,0.11278084
1306,0.35,0.121399332
1307,0,0.109120014
1308,0,0.105731789
1309,-0.65,0.119356459
1310,0,0.112607592
1311,-0.1,0.114624628
1312,0,0.11681014
1313,0,0.118535526
1314,0,0.11718108
1315,0,0.11698765
1316,0.5,0.114161966
1317,0,0.109754131
1318,0.2,0.103992259
1319,0,0.107144548
1320,0.45,0.108077753
1321,1,0.11544845
1322,0,0.108551539
1323,0,0.10365641
1324,0.2,0.109886013
1325,0.243181818,0.116460212
1326,0,0.11289218
1327,0.3,0.114565561
1328,0,0.110726679
1329,0.4,0.110743524
1330,0,0.108470596
1331,0.316666667,0.112354154
1332,0,0.10118159
1333,0,0.107206645
1334,0.1,0.118095978
1335,-0.086309524,0.108983515
1336,0,0.118304182
1337,0,0.116538874
1338,0,0.110787765
1339,0.8,0.113519531
1340,0,0.108174889
1341,0.133333333,0.109725732
1342,0,0.109231227
1343,0.75,0.111257169
1344,1,0.123827733
1345,0.78125,0.116532316
1346,0.2,0.107370031
1347,0,0.0996642
1348,0.5,0.109233699
1349,0,0.110747916
1350,0.433333333,0.115378097
1351,0.1,0.117295323
1352,0,0.104479118
1353,0,0.113348244
1354,0,0.117178911
1355,0.35,0.106562117
1356,0,0.109650949
1357,-1,0.110357101
1358,0.25,0.115721414
1359,-0.1,0.101799066
1360,0,0.106395896
1361,0,0.116132099
1362,0,0.10993898
1363,0.333333333,0.099392338
1364,0.3,0.107139269
1365,0,0.106599607
1366,-0.166666667,0.111535306
1367,0,0.114569248
1368,0,0.110550693
1369,0,0.109185377
1370,0,0.110426401
1371,0,0.099393985
1372,0,0.114092058
1373,0,0.10742265
1374,-0.4,0.108887096
1375,0,0.106562117
1376,0,0.114765686
1377,-0.075,0.113764112
1378,0.2,0.117020176
1379,0,0.121872821
1380,0.166666667,0.115981205
1381,-0.2,0.10743432
1382,0,0.109919815
1383,0,0.117826394
1384,0.7,0.107650236
1385,-0.166666667,0.115974527
1386,0,0.119185581
1387,0.064583333,0.111701657
1388,0,0.10861963
1389,0,0.100767381
1390,0,0.114213778
1391,0,0.114308118
1392,0.6,0.115412764
1393,0,0.110584135
1394,1,0.113595929
1395,0,0.108974523
1396,0.4,0.115721414
1397,0.8,0.110970174
1398,0.545454545,0.111902316
1399,0,0.100673183
1400,0.141666667,0.107980346
1401,0,0.107332809
1402,0.392857143,0.114897135
1403,0.316666667,0.113999882
1404,0,0.112470969
1405,-0.3,0.113239848
1406,0,0.107650236
1407,-0.625,0.104212428
1408,0,0.10369906
1409,0,0.118614629
1410,0,0.11273058
1411,-0.6,0.114989169
1412,1,0.115546915
1413,-0.316666667,0.108231074
1414,0.125,0.10905792
1415,0,0.112150029
1416,0.4,0.112871451
1417,0.445454545,0.114995401
1418,0.136363636,0.11328351
1419,0,0.109977147
1420,0.1,0.112079305
1421,0.383167614,0.112310833
1422,0,0.109168506
1423,0,0.110656091
1424,0,0.109744762
1425,0.1,0.100040962
1426,0.5,0.109784469
1427,0.98828125,0.112464429
1428,0.35,0.110650236
1429,0,0.106845191
1430,0.45,0.113229402
1431,0,0.114666202
1432,0,0.106468254
1433,-0.17578125,0.120490494
1434,0.2625,0.112492335
1435,-0.083333333,0.105008263
1436,0,0.109448353
1437,0.5,0.106468254
1438,0.1,0.114124555
1439,0,0.109398038
1440,1,0.111854427
1441,0,0.104925435
1442,0,0.114285538
1443,0,0.104697012
1444,0.158333333,0.11537579
1445,0.1,0.113368687
1446,0,0.11056471
1447,0,0.116893043
1448,0.2,0.108473045
1449,0.6,0.111502278
1450,0,0.103958934
1451,0.2,0.111251713
1452,0,0.121210342
1453,0,0.111422172
1454,0.2,0.115477383
1455,0,0.10898863
1456,0,0.107210069
1457,0.1,0.104723645
1458,0,0.102084424
1459,0,0.115039495
1460,0,0.110465924
1461,-0.2,0.11026566
1462,0,0.113289696
1463,0,0.111569378
1464,0,0.103516854
1465,0,0.11310862
1466,0.1,0.109483379
1467,0.5,0.110785394
1468,0,0.109489703
1469,0,0.110117606
1470,0,0.111743622
1471,0.136363636,0.109608228
1472,0.392857143,0.115438952
1473,0,0.107214172
1474,0,0.105165137
1475,-0.2,0.116459755
1476,0.5,0.102469449
1477,0,0.109408764
1478,0,0.102083624
1479,0,0.10934572
1480,1,0.118487074
1481,0.379166667,0.11522479
1482,0,0.102946441
1483,-0.4,0.105259883
1484,0,0.112928932
1485,0.5,0.116176272
1486,-0.125,0.112997375
1487,0.225,0.100931971
1488,0.45,0.121898021
1489,0,0.119344556
1490,0,0.113230371
1491,0.25,0.111685465
1492,0.243181818,0.117253351
1493,0,0.110985194
1494,0.2,0.108554114
1495,0,0.112246314
1496,0,0.11025038
1497,0,0.112080474
1498,0.15,0.11292992
1499,0,0.11315071
1500,0,0.107980346
1501,0,0.104346014
1502,0,0.108846651
1503,0.0875,0.107045952
1504,-0.375,0.106626737
1505,0,0.10882949
1506,0.266666667,0.114352988
1507,0,0.108888533
1508,0,0.113451575
1509,0,0.108952927
1510,0.5,0.114470217
1511,0.316666667,0.113197516
1512,0,0.104108227
1513,0,0.119294819
1514,0.2,0.11681014
1515,0.15,0.103560005
1516,0.166666667,0.123868966
1517,0,0.11144557
1518,0,0.107146838
1519,0.5,0.1080022
1520,0,0.117578598
1521,0.28,0.118924095
1522,0,0.112484898
1523,0.3125,0.112321678
1524,0.002777778,0.112816993
1525,0,0.109447976
1526,0,0.103468504
1527,0,0.111740201
1528,0.55,0.10746287
1529,0.78125,0.112140289
1530,0,0.104113845
1531,0.4,0.11297673
1532,1,0.109617673
1533,0,0.104024964
1534,0,0.104134564
1535,0,0.109495278
1536,0.8,0.114257677
1537,0.428571429,0.107923871
1538,0,0.105961051
1539,0,0.116768456
1540,0.033333333,0.099532085
1541,0,0.107654589
1542,-0.083333333,0.113343909
1543,0,0.10302214
1544,-0.25,0.109182233
1545,0.025,0.111400085
1546,0,0.116158361
1547,0,0.112277489
1548,0,0.11047388
1549,0,0.102475691
1550,0.35952381,0.111370744
1551,1,0.107365674
1552,0.473214286,0.103498061
1553,0,0.115871003
1554,0,0.105981005
1555,0.1,0.112043711
1556,0.25,0.108692203
1557,0,0.112050085
1558,0.25,0.115477383
1559,0,0.11243393
1560,0.625,0.115722421
1561,0,0.108693229
1562,-0.05,0.099994911
1563,0,0.108488005
1564,0.357142857,0.115767883
1565,0.2,0.111939573
1566,0.2,0.111644617
1567,-0.032323232,0.107650236
1568,0.213068182,0.11043874
1569,0,0.113229402
1570,0,0.109550378
1571,0.120833333,0.113560117
1572,0,0.117311037
1573,0,0.10517375
1574,0,0.114569248
1575,0,0.104590754
1576,-0.6,0.110306008
1577,0.014814815,0.101635298
1578,0,0.109583028
1579,-0.1,0.111735038
1580,0,0.119997337
1581,0.8,0.109647487
1582,0,0.113752799
1583,0.306060606,0.111812828
1584,0.13,0.10517375
1585,-0.75,0.115073541
1586,0,0.113657023
1587,0.136363636,0.114082696
1588,0,0.116057687
1589,0.2,0.110542249
1590,0.5,0.110493528
1591,0,0.108509733
1592,0.104166667,0.108034036
1593,0.068181818,0.110847545
1594,0,0.101291287
1595,0.56875,0.118386814
1596,-0.8,0.119231518
1597,0,0.106171306
1598,0,0.114082696
1599,-1,0.114636958
1600,0,0.115713845
1601,0,0.118099273
1602,0.5,0.115520649
1603,0,0.112743357
1604,0,0.10743432
1605,-0.05,0.118471173
1606,0,0.106611699
1607,0.4,0.110650236
1608,0,0.114631839
1609,0,0.10862332
1610,0.535227273,0.115996096
1611,0,0.11207118
1612,0,0.118535526
1613,0,0.114288635
1614,0,0.107769944
1615,0.375,0.108860748
1616,0.492857143,0.110358551
1617,0,0.103992259
1618,0.192857143,0.1037176
1619,0,0.112925393
1620,0.16,0.106167096
1621,0,0.109994572
1622,0,0.110887727
1623,0,0.106703591
1624,0,0.104326683
1625,0,0.106087859
1626,0.2,0.116893043
1627,0,0.110358551
1628,0.2,0.104956834
1629,0.3,0.103825972
1630,0.25,0.123951851
1631,0,0.100368305
1632,-0.5,0.111211857
1633,0,0.114283714
1634,0.625,0.119242121
1635,0,0.112015767
1636,0.068181818,0.10923284
1637,0,0.118716344
1638,0.116666667,0.106484568
1639,0,0.110595675
1640,-0.35,0.114846547
1641,-0.35,0.105786055
1642,0,0.116538874
1643,-0.133333333,0.114371841
1644,0,0.104630949
1645,0.022222222,0.116283697
1646,0.25,0.111135762
1647,0.4375,0.117578598
1648,-0.033333333,0.104191567
1649,0,0.109009232
1650,0,0.112222341
1651,0,0.112445493
1652,0,0.108540221
1653,0,0.107840749
1654,0.629166667,0.105090812
1655,0,0.105416494
1656,-0.158333333,0.106791984
1657,0,0.114307627
1658,0.136363636,0.112289663
1659,0.433333333,0.099691394
1660,0.2,0.107282533
1661,0,0.115974527
1662,0,0.117682583
1663,0,0.110696559
1664,-0.266666667,0.104630949
1665,0.35,0.110906768
1666,0.75,0.115854331
1667,0,0.108094663
1668,0,0.103226338
1669,0.433333333,0.111088161
1670,0,0.112772159
1671,0,0.110432779
1672,0,0.113343909
1673,0.125,0.111916017
1674,0,0.108611059
1675,0.6,0.102470507
1676,0,0.106125189
1677,0.127142857,0.109702348
1678,0,0.111129254
1679,0,0.10257728
1680,0.042857143,0.104590754
1681,0.2,0.101657951
1682,0,0.108628141
1683,0,0.113318872
1684,0,0.096707986
1685,0.390625,0.110482364
1686,0.5,0.112043711
1687,0,0.113102747
1688,0.5,0.111978755
1689,0,0.11051165
1690,0,0.113774941
1691,0.1,0.111913792
1692,0,0.103603585
1693,0,0.115718873
1694,0,0.105393684
1695,0,0.103558626
1696,0,0.113231653
1697,0,0.111919615
1698,0.170454545,0.108174889
1699,0,0.115963125
1700,0,0.111468784
1701,0,0.109980472
1702,0,0.110280905
1703,0.35,0.108668379
1704,0,0.113294567
1705,0,0.106829855
1706,0.2,0.099821174
1707,0,0.110903565
1708,0.39,0.109423255
1709,0,0.118298856
1710,0.3125,0.113620026
1711,0,0.111205243
1712,0,0.114137843
1713,0.619047619,0.108979497
1714,0,0.107142375
1715,0,0.110456916
1716,0,0.114211114
1717,0,0.117543917
1718,0.133333333,0.112798343
1719,0,0.112937344
1720,0,0.105448271
1721,0,0.10694975
1722,0,0.114353539
1723,0,0.115399358
1724,0,0.106599607
1725,0,0.107661185
1726,-0.05,0.109900664
1727,0.285714286,0.111640402
1728,0,0.112266596
1729,0.433333333,0.108424568
1730,0,0.115892875
1731,0.2,0.116546894
1732,0.625,0.107854439
1733,0.5,0.111511099
1734,0,0.110036107
1735,0,0.116141807
1736,0,0.119171481
1737,0,0.116912575
1738,-0.025,0.11823947
1739,-0.25,0.112088351
1740,0,0.108472745
1741,0.5,0.111569378
1742,0.20625,0.111482412
1743,0,0.117289356
1744,0,0.116768456
1745,0,0.112043711
1746,0.25,0.108184907
1747,0,0.095140928
1748,0.8,0.114205292
1749,-0.1,0.109627572
1750,0,0.112945188
1751,0,0.101195687
1752,0,0.105425985
1753,0,0.113368687
1754,0,0.105869384
1755,0.357142857,0.107733245
1756,0.8,0.103040654
1757,-0.4,0.107733245
1758,1,0.10409952
1759,0.3,0.114352988
1760,0,0.11904535
1761,0.266335227,0.110847545
1762,-0.375,0.109647487
1763,0.285714286,0.113389353
1764,0,0.109440333
1765,0,0.112354154
1766,0.8,0.113353676
1767,0.625,0.113029799
1768,0.2,0.11292992
1769,0.5,0.107776456
1770,0.4,0.107144548
1771,1,0.114215491
1772,0.2,0.114221456
1773,0,0.111540752
1774,0,0.110777815
1775,0.125,0.122100844
1776,0,0.107591768
1777,0,0.116764949
1778,0,0.108036499
1779,0,0.10082198
1780,0.4,0.1050572
1781,0.6125,0.112310833
1782,-0.1,0.106001521
1783,0.225,0.110357101
1784,0,0.111728368
1785,0.678571429,0.110272467
1786,0.425,0.106585176
1787,0.5,0.10905792
1788,-0.019480519,0.108888208
1789,0,0.112764986
1790,0.5625,0.117229572
1791,-0.4,0.114864853
1792,0,0.10901274
1793,0.055555556,0.10956072
1794,-0.78125,0.108488005
1795,0.6,0.111842679
1796,0.285714286,0.1050572
1797,0,0.10694975
1798,0.136363636,0.108488005
1799,0,0.112772863
1800,0.5,0.104200556
1801,-0.6,0.116328751
1802,-0.8,0.10891138
1803,0,0.102875042
1804,0,0.109440333
1805,0,0.107893681
1806,-0.1125,0.113696562
1807,0.136363636,0.114242993
1808,0.8,0.109169272
1809,0,0.113938135
1810,-0.075,0.115726374
1811,0.625,0.112992871
1812,0.3,0.10733519
1813,0.35,0.110167224
1814,0.136363636,0.110592051
1815,0,0.111497779
1816,0,0.109081164
1817,0.35,0.110708706
1818,-0.083333333,0.122100844
1819,0.3078125,0.111414475
1820,0,0.107983517
1821,0,0.113869618
1822,-0.1,0.114061414
1823,0,0.111916017
1824,0.7,0.103236353
1825,0,0.114322641
1826,0.3,0.105158395
1827,0,0.111433253
1828,0,0.113368687
1829,0.045454545,0.116046022
1830,0.5,0.112597242
1831,0,0.118214149
1832,0.361904762,0.114634076
1833,0,0.107910608
1834,-0.155555556,0.113119536
1835,0,0.11301484
1836,0,0.099821174
1837,0.2,0.110426401
1838,0.171590909,0.107799219
1839,0.8,0.10946692
1840,0.2,0.11754576
1841,0,0.119200932
1842,-0.057142857,0.112743357
1843,0,0.114824133
1844,0.3,0.113214478
1845,0.166666667,0.110280648
1846,0.4375,0.101584311
1847,0.49609375,0.116160921
1848,0,0.119344556
1849,0,0.103107455
1850,-0.241666667,0.117617089
1851,0.4,0.111312852
1852,0,0.107666734
1853,0.285714286,0.118471173
1854,0,0.111691242
1855,0.1,0.105234104
1856,0.375,0.112713028
1857,0,0.108705647
1858,0,0.109120014
1859,-0.125,0.112391924
1860,-0.130555556,0.112487895
1861,-0.05,0.113488815
1862,0,0.114084359
1863,0,0.113718163
1864,-0.1,0.110307828
1865,0.355113636,0.114035927
1866,0,0.109839248
1867,0,0.107004511
1868,0.7,0.114565561
1869,-0.075,0.115765587
1870,0,0.110917946
1871,0,0.109751195
1872,-0.1,0.112479263
1873,0.191666667,0.122100844
1874,0.2,0.102330266
1875,0.708333333,0.11823947
1876,0.4375,0.117520753
1877,0,0.107920415
1878,-0.4,0.115218425
1879,-0.466666667,0.110778113
1880,0,0.105425985
1881,-0.4,0.11674435
1882,-0.4,0.110185884
1883,0,0.109888003
1884,0,0.106901258
1885,0.045454545,0.112199201
1886,0.8,0.108811739
1887,0.05,0.114179353
1888,0,0.110374695
1889,0,0.113708362
1890,-0.35,0.107666734
1891,0,0.116717331
1892,-0.2,0.115154932
1893,0,0.11515967
1894,0.055555556,0.118816296
1895,0,0.113720659
1896,0.392857143,0.111227433
1897,0,0.110307828
1898,0.333333333,0.101413985
1899,1,0.104917139
1900,0.105357143,0.106481101
1901,0.375,0.105119853
1902,-0.1,0.100584632
1903,0,0.109627518
1904,0.366666667,0.111693862
1905,0,0.109480345
1906,0,0.109919815
1907,0,0.107052212
1908,0.125,0.108488005
1909,0,0.105158395
1910,0,0.108249384
1911,0.4,0.11198474
1912,-0.1,0.111207514
1913,-0.004166667,0.109448523
1914,0.5,0.098763448
1915,-0.8,0.109689062
1916,0,0.098763448
1917,0,0.115494153
1918,0,0.112224083
1919,0,0.10520037
1920,0.341666667,0.115754143
1921,-0.15,0.108313267
1922,0.083333333,0.109896127
1923,0,0.102910909
1924,0,0.109450113
1925,0.125,0.110510519
1926,0,0.106731207
1927,-0.15625,0.111060457
1928,0.025,0.113675531
1929,-0.25,0.110846437
1930,-0.195833333,0.114006058
1931,0,0.108560396
1932,0,0.106550387
1933,0,0.112154514
1934,0,0.112150029
1935,0,0.106614917
1936,0.666666667,0.122036419
1937,0,0.116823436
1938,0,0.110432779
1939,0,0.112707858
1940,0,0.117441343
1941,0,0.109696374
1942,0,0.117120086
1943,0,0.110319584
1944,0.75,0.115045703
1945,0.266666667,0.113197516
1946,0.3,0.106546596
1947,0,0.115599939
1948,0,0.105217067
1949,0.125,0.117228083
1950,-0.3125,0.112606707
1951,0,0.111482412
1952,0.25,0.111640402
1953,-0.228571429,0.10077443
1954,0.380952381,0.118159452
1955,1,0.110813277
1956,0,0.11008163
1957,0,0.110987027
1958,-0.09375,0.114481753
1959,0.271428571,0.111116937
1960,0.5,0.109305474
1961,-0.155555556,0.114826284
1962,0,0.112061846
1963,0,0.109215017
1964,0,0.107110815
1965,0.4,0.106087859
1966,-0.147070313,0.110740124
1967,0,0.116253171
1968,0.8,0.111116937
1969,0.285714286,0.109547506
1970,0,0.113830171
1971,-0.3,0.114569248
1972,0,0.106848157
1973,0.225,0.118095978
1974,0,0.112743357
1975,0,0.114045643
1976,0.5,0.111518196
1977,0.25,0.109518842
1978,1,0.111640402
1979,0.8,0.117211452
1980,-0.125,0.107527934
1981,0,0.105090812
1982,0,0.116176037
1983,0.35,0.112456758
1984,0.542857143,0.117441343
1985,-0.083333333,0.111254505
1986,0.3,0.104640541
1987,0.7,0.113782188
1988,0.375,0.117072303
1989,0.066666667,0.117816752
1990,0.7,0.111495166
1991,0,0.115051108
1992,0,0.106484568
1993,-0.375,0.106059064
1994,0,0.109918446
1995,1,0.110649961
1996,0,0.10859426
1997,0.15,0.12527036
1998,0.1,0.107896112
1999,0.357142857,0.11998479
2000,0,0.114199272
2001,0,0.113220889
2002,-0.191666667,0.10783761
2003,0,0.104052498
2004,0,0.107101356
2005,0.216666667,0.113758515
2006,0.35,0.108422096
2007,-0.066666667,0.116248299
2008,0.112121212,0.11998479
2009,0,0.099392338
2010,0.4,0.112120389
2011,-0.1,0.111644617
2012,0.35,0.108007412
2013,0.8,0.11121449
2014,0,0.114195141
2015,0,0.105512169
2016,0.170454545,0.118689227
2017,-0.125,0.117005405
2018,0,0.109518827
2019,0,0.099551861
2020,0.045454545,0.104346014
2021,0.5,0.111349069
2022,0,0.106698356
2023,0.1875,0.114894258
2024,0,0.107647934
2025,0.5,0.111457502
2026,0.5,0.115030758
2027,0,0.117228083
2028,0.120833333,0.10443579
2029,0.025,0.105249192
2030,0.46875,0.106599607
2031,0.2,0.105512169
2032,0.125,0.116651369
2033,0.285714286,0.107841713
2034,0,0.113682508
2035,0,0.116463536
2036,0,0.110269314
2037,-0.2,0.107794518
2038,0,0.104832151
2039,0,0.106577441
2040,0,0.108488005
2041,0,0.119061886
2042,0,0.107052212
2043,0,0.101413985
2044,0.136363636,0.103657058
2045,0,0.102490872
2046,0.322222222,0.112246314
2047,0,0.106514301
2048,0.5,0.105557429
2049,0.2,0.111542498
2050,0,0.107024038
2051,0.15,0.114294776
2052,0,0.104592103
2053,0,0.109295289
2054,-0.4,0.115713845
2055,0.171875,0.118285956
2056,0.266666667,0.114140788
2057,0,0.106546596
2058,0.5,0.119100386
2059,0.6,0.108113439
2060,0,0.111964908
2061,0,0.109407177
2062,0.375,0.109258036
2063,0,0.110550693
2064,0,0.113634241
2065,0.416666667,0.113342696
2066,0,0.112672133
2067,0,0.114010112
2068,0.375,0.115316468
2069,0.075,0.109507297
2070,0.1875,0.107142375
2071,0,0.112368971
2072,0.25,0.102818853
2073,0.5,0.104191567
2074,0,0.109038766
2075,0.2,0.104640541
2076,0,0.107654589
2077,0,0.115253459
2078,0,0.11070093
2079,0,0.113152228
2080,0.25,0.113139376
2081,0.5,0.112467181
2082,0,0.122725775
2083,0,0.114906116
2084,0,0.118488239
2085,0.3625,0.105102214
2086,0,0.108493527
2087,0,0.110752593
2088,0.045454545,0.107949592
2089,0.8,0.117039203
2090,0.068181818,0.102878274
2091,0.9375,0.109896127
2092,0,0.111977712
2093,0.5,0.112079305
2094,0.285714286,0.098763448
2095,0.7,0.108647725
2096,0,0.110174224
2097,0,0.100116749
2098,0.35,0.113752799
2099,-0.004166667,0.099691394
2100,0.1875,0.106621566
2101,0.075,0.113029799
2102,0,0.110767469
2103,0.357142857,0.105911823
2104,0,0.114205292
2105,0.247916667,0.106257406
2106,0,0.117005405
2107,0,0.103268964
2108,0,0.103006253
2109,0.525,0.120135151
2110,0.4125,0.11064262
2111,0,0.110705525
2112,0.3,0.114061414
2113,0.35,0.111449403
2114,0,0.116087262
2115,0,0.10978041
2116,0,0.106894516
2117,0,0.109710667
2118,0.168181818,0.111849219
2119,0.5,0.123345485
2120,0.8,0.108820919
2121,0.35,0.120614753
2122,0.136363636,0.113501252
2123,0,0.113888719
2124,-0.05,0.113389353
2125,0.6,0.106871885
2126,0.4,0.104864222
2127,0,0.109616234
2128,0.4,0.112038921
2129,0.170454545,0.107910608
2130,0.1,0.111795597
2131,0.525,0.109223161
2132,-0.125,0.109499966
2133,0,0.10467957
2134,0.5,0.099530815
2135,0,0.110875056
2136,0,0.114481753
2137,0.5,0.11228398
2138,0,0.107604765
2139,0,0.122628997
