midwest,actual,pred
2140,1,0.114333115
2141,0,0.114006219
2142,0,0.107299869
2143,0.5,0.113595929
2144,-0.5,0.115638315
2145,0,0.107142375
2146,0,0.110421712
2147,0,0.105734838
2148,0.1,0.108875996
2149,0,0.108979497
2150,0,0.106177782
2151,0,0.105982275
2152,0,0.117253351
2153,-0.5,0.107949592
2154,0.4,0.115713845
2155,0,0.112945188
2156,0,0.115007971
2157,0,0.113139376
2158,-0.291666667,0.105557429
2159,0.5,0.114120805
2160,0.1,0.106630883
2161,0,0.118535526
2162,0,0.108850755
2163,0,0.110856829
2164,-0.4,0.109156919
2165,0,0.104576878
2166,0.3,0.110565992
2167,0,0.105379139
2168,0,0.112573339
2169,0.583333333,0.111060457
2170,0.2,0.101799066
2171,0.375,0.10659309
2172,0,0.117688997
2173,0.3,0.110261266
2174,0,0.115166872
2175,0,0.11537579
2176,0.2875,0.107694685
2177,0.278571429,0.109044536
2178,0,0.10302214
2179,0.2,0.112120389
2180,0.733333333,0.108666476
2181,0.7,0.111566233
2182,0.5,0.111960299
2183,0,0.110837645
2184,0.5,0.108185261
2185,0,0.111740201
2186,-0.6,0.120234258
2187,0.2,0.119662696
2188,0.6,0.110668615
2189,0.5,0.112234907
2190,0,0.110273051
2191,-0.15,0.105379139
2192,0,0.112512952
2193,0.75,0.107024038
2194,0.15,0.11299402
2195,0,0.107832986
2196,0,0.108666476
2197,0.419034091,0.106729237
2198,0,0.111728368
2199,0,0.107652411
2200,0.1,0.11016745
2201,-0.093650794,0.113197516
2202,0,0.116046022
2203,0.8,0.11003561
2204,0,0.107213379
2205,0,0.113230371
2206,0.635416667,0.11934001
2207,0,0.111262289
2208,0,0.113397016
2209,0.7,0.110302846
2210,0,0.109702348
2211,0.5,0.110375154
2212,0,0.106104218
2213,-0.8,0.10904414
2214,0.5,0.104357698
2215,-0.333333333,0.117129127
2216,-0.2375,0.108647725
2217,0,0.117682583
2218,0,0.113680127
2219,0,0.100375592
2220,-0.333333333,0.11047388
2221,-0.2,0.102852114
2222,0.625,0.115999907
2223,0,0.111542498
2224,0.1,0.114142696
2225,-0.155555556,0.110970129
2226,-0.2,0.113708362
2227,0.136363636,0.108427821
2228,0.4,0.108089087
2229,0,0.113737985
2230,0,0.115274794
2231,0.383333333,0.10978041
2232,0.5,0.113375736
2233,0,0.113160154
2234,0.325,0.106966344
2235,-0.3125,0.114190875
2236,0,0.114054922
2237,-0.1,0.112961568
2238,0,0.108272235
2239,0,0.108249384
2240,0,0.112464429
2241,-0.6,0.101048458
2242,0.5,0.108003231
2243,0.5,0.10487254
2244,0.25,0.11003561
2245,0.65,0.102039632
2246,0.2375,0.1191926
2247,0,0.099994911
2248,-0.375,0.114894258
2249,0,0.101799066
2250,-0.05,0.109984438
2251,-0.183333333,0.100931971
2252,-0.3375,0.113945488
2253,-0.25,0.112721288
2254,0.05,0.106467602
2255,0.416666667,0.112396459
2256,0.1,0.109057651
2257,0.136363636,0.123617527
2258,0.5,0.109472468
2259,-0.8,0.10791279
2260,0,0.11364636
2261,0,0.10697095
2262,0,0.119662696
2263,-0.15,0.109057651
2264,0.4,0.104949154
2265,0,0.120614753
2266,0,0.128153329
2267,0,0.109044536
2268,0.225,0.109258036
2269,0.3,0.109038766
2270,0,0.110484207
2271,-0.4,0.108310175
2272,0,0.106258013
2273,0.1,0.11751565
2274,0,0.11098677
2275,1,0.114827672
2276,-0.625,0.104479118
2277,0,0.113696562
2278,0,0.105047819
2279,0,0.110421167
2280,0,0.112357559
2281,0,0.102490872
2282,0,0.112479263
2283,0,0.103845951
2284,-0.5,0.112945188
2285,0.5,0.113708362
2286,0,0.117228083
2287,0,0.119227749
2288,0,0.106599607
2289,0,0.10742265
2290,0,0.107499765
2291,0,0.111838593
2292,0,0.110482364
2293,0.5,0.112444438
2294,0,0.117464971
2295,0.136363636,0.114140788
2296,0,0.09868909
2297,0,0.114854507
2298,0.25,0.107332809
2299,0.166666667,0.111085891
2300,0,0.11490436
2301,0,0.112666815
2302,0,0.108430056
2303,0,0.113270324
2304,0,0.114697392
2305,0,0.115082793
2306,0,0.112008961
2307,-0.2,0.106242699
2308,0,0.100551347
2309,0.425,0.111785202
2310,-0.091666667,0.106125189
2311,0,0.114318238
2312,-0.05,0.102518815
2313,0,0.11310862
2314,0.333333333,0.118696324
2315,0,0.114946
2316,1,0.109538493
2317,0.25,0.108854667
2318,1,0.104583625
2319,0.666666667,0.111106715
2320,0.308946609,0.103657058
2321,0,0.118488239
2322,0.2,0.108182544
2323,0.170454545,0.109378803
2324,0,0.100197776
2325,0.5,0.116561651
2326,0,0.111777908
2327,-0.4,0.106378253
2328,0,0.110432779
2329,0,0.106791984
2330,0,0.107733245
2331,0,0.117246875
2332,0,0.105165707
2333,0.375,0.104620825
2334,0,0.117323214
2335,0.5,0.115722726
2336,0,0.111371406
2337,0.6,0.107182493
2338,0,0.104560038
2339,-0.166666667,0.115308759
2340,-0.2671875,0.110630772
2341,0,0.113312235
2342,0,0.115468173
2343,0.5,0.114268004
2344,0.357142857,0.109745602
2345,0,0.109856479
2346,0,0.110970174
2347,0.570833333,0.114995401
2348,0,0.112391924
2349,-0.183333333,0.105415515
2350,0,0.115854331
2351,-0.2,0.105984393
2352,0,0.101413985
2353,0,0.112444438
2354,-0.8,0.10645892
2355,0,0.107294345
2356,0.136363636,0.111072089
2357,0.458333333,0.117178465
2358,0,0.115960767
2359,0.38,0.108089087
2360,0.5,0.107928164
2361,0.5,0.107832986
2362,0,0.102989305
2363,0,0.11315071
2364,0.052272727,0.110528852
2365,0.166666667,0.114137843
2366,0.285714286,0.112172902
2367,0.047619048,0.1106614
2368,0,0.114923424
2369,0.466666667,0.109484951
2370,0,0.109349416
2371,0.15,0.112487895
2372,-0.2,0.108180606
2373,0.3,0.11263572
2374,0.2,0.114933566
2375,0,0.111824704
2376,0,0.103531892
2377,0,0.111126036
2378,0,0.116389414
2379,-0.166666667,0.106374438
2380,0,0.110851906
2381,0.25,0.108458784
2382,0,0.120614753
2383,0,0.102089149
2384,0.2,0.109450113
2385,0.05,0.112564221
2386,0,0.113242252
2387,0.5,0.108136365
2388,0.214285714,0.104723645
2389,0,0.113343909
2390,0.4,0.104832151
2391,0.145833333,0.110374695
2392,0,0.11328351
2393,0.5,0.119997337
2394,0,0.108781269
2395,0.168181818,0.111497779
2396,0,0.105523493
2397,0.7,0.113160154
2398,-0.1,0.112597242
2399,0.214285714,0.113634241
2400,0.3,0.111960299
2401,0,0.103845951
2402,0.127380952,0.113387898
2403,0.05,0.114161966
2404,-0.04,0.120736417
2405,0.104166667,0.11544845
2406,0,0.110284498
2407,0.5375,0.110847545
2408,0.461979167,0.110432779
2409,0,0.108509733
2410,-0.147070313,0.111880802
2411,0.35,0.109132547
2412,0,0.114855165
2413,0,0.107142375
2414,0,0.108375235
2415,0.2,0.110175893
2416,0,0.103560005
2417,0,0.112042649
2418,0.1,0.111502278
2419,-0.083333333,0.113567493
2420,-0.15,0.114897135
2421,0.5,0.0996642
2422,0.2,0.119375601
2423,0,0.117464971
2424,0.625,0.112154514
2425,0,0.114827672
2426,0,0.105782245
2427,0,0.116878069
2428,0.335714286,0.114190875
2429,0,0.112008961
2430,0,0.119197104
2431,0,0.111127407
2432,0.85,0.11540396
2433,0,0.102469449
2434,0.183333333,0.113343909
2435,0.466666667,0.108093127
2436,1,0.116141807
2437,0,0.110483205
2438,0.5,0.111044214
2439,0,0.113782663
2440,0.375,0.104284511
2441,-0.066666667,0.112492335
2442,0.2,0.134588355
2443,0,0.108427821
2444,0.375,0.113498301
2445,0,0.114092058
2446,-0.2,0.103987135
2447,0.136363636,0.109471159
2448,0,0.113911979
2449,0.294791667,0.109952148
2450,-0.15,0.109957497
2451,0,0.111086815
2452,-0.65,0.113720659
2453,0.136363636,0.119324655
2454,-0.125,0.106621566
2455,0,0.10891349
2456,0.466666667,0.105863308
2457,-0.3,0.105234104
2458,0.2,0.116096205
2459,0,0.10610364
2460,0,0.108608437
2461,0,0.108301626
2462,-0.4,0.104576878
2463,0.8,0.106001521
2464,-0.075,0.114808442
2465,0.8,0.112493898
2466,0,0.111400085
2467,0,0.105982275
2468,0,0.102839594
2469,0.136363636,0.110465924
2470,0.214285714,0.114207112
2471,0.05,0.105383738
2472,0.3,0.113229402
2473,0,0.126279163
2474,-0.125,0.117441343
2475,1,0.114440201
2476,0,0.112517158
2477,0.5,0.117852336
2478,0.388888889,0.108887096
2479,0,0.111399155
2480,0.1,0.115553975
2481,-0.625,0.101635298
2482,0.5,0.116545942
2483,0.8,0.108932132
2484,0,0.114785277
2485,0,0.111382537
2486,0,0.106553399
2487,-0.166666667,0.109836595
2488,0,0.104917139
2489,0,0.09973938
2490,1,0.113548164
2491,0,0.112645449
2492,0,0.102950881
2493,-0.2,0.106560109
2494,0.032738095,0.104088374
2495,0.8,0.106668375
2496,0,0.117070625
2497,0,0.111482412
2498,0.05,0.109753435
2499,0,0.110517408
2500,0,0.10610364
2501,0.1,0.108422096
2502,0,0.116945689
2503,-0.041666667,0.107004492
2504,0,0.113979884
2505,0.678571429,0.11008163
2506,-0.025,0.109888003
2507,0,0.119344556
2508,0,0.120893092
2509,0,0.108850755
2510,0,0.111423988
2511,-0.5,0.105618071
2512,0.866666667,0.110473145
2513,-0.5,0.11316811
2514,0,0.109648125
2515,0.375,0.107444021
2516,0,0.116141807
2517,0,0.101413985
2518,-0.233333333,0.111740201
2519,0.295238095,0.116141807
2520,0,0.110494805
2521,0,0.112649342
2522,0.2,0.110825609
2523,0,0.11328351
2524,0,0.108554114
2525,0.78125,0.112772863
2526,0.136363636,0.114352988
2527,1,0.103351699
2528,0.176704545,0.116471939
2529,0,0.107852923
2530,0,0.115551626
2531,0,0.112703234
2532,-0.3,0.117792911
2533,-0.075,0.11003561
2534,0,0.114294776
2535,0,0.100767381
2536,0,0.113657023
2537,0,0.105305194
2538,1,0.113213402
2539,-0.5,0.109423255
2540,0,0.105249192
2541,0.361904762,0.111741559
2542,-0.4,0.114527616
2543,0,0.110947492
2544,0.875,0.101498739
2545,0,0.109408764
2546,-0.75,0.107679978
2547,0.5,0.090438666
2548,-0.4,0.115652245
2549,0,0.109398038
2550,0,0.110185884
2551,0.5,0.110302846
2552,-0.05,0.107622813
2553,1,0.101799066
2554,0,0.110229661
2555,0,0.107024038
2556,0.122070313,0.109291535
2557,0.3,0.099532085
2558,0,0.110074635
2559,0.5,0.114205739
2560,0,0.108498121
2561,0,0.106791984
2562,1,0.113647818
2563,0,0.109648125
2564,0.6,0.113785218
2565,0,0.110630772
2566,0.4,0.106871885
2567,0,0.113754315
2568,0,0.103657058
2569,0,0.110584135
2570,0,0.106754693
2571,0,0.117249537
2572,0.8,0.114898541
2573,0,0.106871885
2574,0.054761905,0.115332344
2575,0.233333333,0.116461708
2576,-0.008333333,0.112828313
2577,0,0.112154216
2578,0,0.108660626
2579,0,0.102098704
2580,0,0.115963125
2581,0.3,0.110247994
2582,0.05,0.113504267
2583,0.691666667,0.104357698
2584,0,0.10439503
2585,0,0.104643238
2586,0,0.107852923
2587,-0.375,0.114701798
2588,0,0.110038625
2589,0,0.105618071
2590,0,0.109284706
2591,-0.4,0.096549132
2592,0,0.103226338
2593,0,0.111801122
2594,0,0.118336898
2595,0,0.114307627
2596,1,0.105785548
2597,0.033333333,0.114142696
2598,0,0.110947492
2599,0.3875,0.107630994
2600,0,0.10965076
2601,0.425,0.10640041
2602,0,0.114864853
2603,0,0.111952283
2604,0.3,0.109399778
2605,0.740625,0.108174889
2606,-0.4,0.10369906
2607,0.5,0.114082696
2608,0,0.111214389
2609,0.1625,0.102084424
2610,0.25,0.111896948
2611,0.170454545,0.108321945
2612,0,0.111921403
2613,1,0.112254155
2614,0,0.103498061
2615,0,0.110634215
2616,-0.2,0.114100707
2617,0,0.105734838
2618,0,0.109044536
2619,0,0.114141501
2620,0,0.10520037
2621,0,0.108427821
2622,-0.5,0.114082696
2623,0.318181818,0.115638315
2624,0,0.110307828
2625,0,0.105909351
2626,0,0.105090812
2627,0,0.110922275
2628,0.25,0.112479263
2629,0.283333333,0.114244983
2630,0,0.119200932
2631,0,0.114855165
2632,0.136363636,0.10409825
2633,0.5,0.11533029
2634,-0.1,0.11514901
2635,0,0.10733519
2636,0,0.112470969
2637,0,0.103486161
2638,0.305555556,0.112117144
2639,-0.075,0.108794174
2640,0,0.105393684
2641,0,0.109725732
2642,0.35,0.119294819
2643,0.7,0.113642753
2644,0.390625,0.114635262
2645,-0.25,0.122100844
2646,0.333333333,0.116748831
2647,0.5,0.113131623
2648,0,0.099214338
2649,0.8,0.104200556
2650,0.1,0.115494153
2651,0,0.106376078
2652,0.2,0.110774957
2653,0,0.107600564
2654,0.3,0.112371847
2655,0,0.115037848
2656,0,0.108846651
2657,-0.431818182,0.113060091
2658,0,0.114729718
2659,0,0.105523493
2660,0,0.10077443
2661,-0.075,0.104470321
2662,0,0.106059064
2663,-0.2,0.110280648
2664,-0.25,0.1077031
2665,1,0.103739781
2666,0,0.105379139
2667,1,0.114312926
2668,0,0.12070955
2669,0,0.113409503
2670,0,0.112120389
2671,0,0.106807685
2672,-0.066666667,0.109755175
2673,0.15,0.10354767
2674,0,0.105786055
2675,0,0.107254228
2676,0,0.108034036
2677,0,0.12527036
2678,0,0.117816752
2679,0.2,0.114190875
2680,0.5,0.102989305
2681,0.2,0.115030758
2682,0,0.111824704
2683,0.136363636,0.108782133
2684,0.5,0.108007018
2685,0.255681818,0.105008263
2686,0,0.113665769
2687,0.07,0.113230421
2688,0,0.104151661
2689,0,0.114169931
2690,0,0.105911823
2691,0.136363636,0.111433253
2692,0.282142857,0.112079305
2693,0,0.1051258
2694,0,0.114249883
2695,0.128787879,0.092874799
2696,0,0.114653715
2697,0,0.119656487
2698,0,0.109855804
2699,0,0.111248717
2700,0,0.115308759
2701,-0.208333333,0.107375349
2702,0,0.115397451
2703,-0.3125,0.11329818
2704,0,0.105038721
2705,0.5,0.10640041
2706,0,0.102469041
2707,0,0.110831275
2708,0,0.117088072
2709,0,0.107060632
2710,0.03125,0.10828429
2711,0,0.113380089
2712,0.3,0.112479263
2713,0,0.105782282
2714,0,0.112209027
2715,0,0.108022073
2716,0.3,0.11098677
2717,0.54,0.117379202
2718,0,0.112121349
2719,0,0.104024964
2720,0,0.113708362
2721,-0.25,0.115919606
2722,0.166666667,0.105523493
2723,0.1,0.114308118
2724,0,0.113048712
2725,0.05,0.10873543
2726,0,0.11617548
2727,0,0.103455921
2728,0.7,0.113433889
2729,0,0.114729718
2730,-0.25,0.113945488
2731,0.05,0.112959348
2732,0,0.114855165
2733,-0.234027778,0.119656487
2734,-0.6,0.106829855
2735,0,0.108488005
2736,0.461111111,0.105731955
2737,0.1,0.106290709
2738,0.083333333,0.112723549
2739,-0.4,0.102156355
2740,0,0.113519531
2741,-0.125,0.099994911
2742,-0.033333333,0.117770718
2743,0.136363636,0.118919623
2744,0,0.113348244
2745,0.35,0.109905559
2746,0,0.113442383
2747,0,0.113559468
2748,0,0.113096455
2749,0.6,0.112050085
2750,0,0.112930206
2751,0,0.12286942
2752,0,0.114258914
2753,0,0.114137843
2754,-0.021212121,0.118817993
2755,0,0.113097608
2756,-0.25,0.105967018
2757,0,0.105648732
2758,0.5,0.102761247
2759,-0.4,0.095140928
2760,0,0.114006058
2761,0,0.111740201
2762,0,0.110856829
2763,0.5,0.114318238
2764,-0.05,0.110807504
2765,0,0.111211857
2766,0,0.103486161
2767,0.05,0.109041
2768,0,0.110890415
2769,0.35625,0.117005405
2770,0.8,0.103784173
2771,-0.5,0.105451385
2772,0.001515152,0.10530997
2773,0,0.115713845
2774,0,0.121210342
2775,0,0.11587412
2776,0,0.105234104
2777,0.4,0.113372547
2778,0,0.10905792
2779,0,0.109013046
2780,0.133333333,0.12035305
2781,0.4,0.110030642
2782,0,0.113823636
2783,0,0.11386846
2784,0,0.108182544
2785,0,0.117108711
2786,0,0.104990968
2787,0,0.112958093
2788,0,0.099393985
2789,0,0.114855165
2790,0,0.111216899
2791,0,0.112493898
2792,0,0.101703923
2793,0,0.116970916
2794,0,0.116667946
2795,0.170454545,0.11555192
2796,0.2625,0.10982956
2797,0,0.117305092
2798,0.6,0.120991667
2799,0.9765625,0.124389914
2800,-0.4,0.099444067
2801,0,0.111262289
2802,0,0.098763448
2803,0.3,0.102039632
2804,0,0.102804127
2805,0.14,0.117544211
2806,0.3,0.114015158
2807,0,0.114676838
2808,-0.075,0.112928932
2809,0.7,0.108020226
2810,0,0.111491764
2811,0.3,0.10983723
2812,0.066666667,0.118099273
2813,0.78125,0.116364278
2814,0.193181818,0.109646737
2815,0,0.111941796
2816,0.183333333,0.113567655
2817,0,0.114574656
2818,-0.5,0.111553093
2819,1,0.113772323
2820,0,0.109448523
2821,0.2,0.109214134
2822,0,0.10294149
2823,0,0.11893565
2824,0,0.117468442
2825,0,0.109856479
2826,0,0.103601074
2827,0,0.114993275
2828,0,0.117078848
2829,0,0.104624459
2830,-0.059722222,0.103739536
2831,0,0.114318192
2832,0.933333333,0.105900245
2833,0.8,0.110898937
2834,0.013333333,0.113389353
2835,0.7,0.108174889
2836,0.75,0.115325855
2837,1,0.107923871
2838,0.136363636,0.10659424
2839,-0.416666667,0.106550387
2840,0.5,0.115238839
2841,0.29,0.108703417
2842,0,0.114481049
2843,0.5,0.10520037
2844,0,0.117078848
2845,0,0.106562117
2846,0.8,0.113832377
2847,-0.230769231,0.099392338
2848,0,0.112120389
2849,0.6,0.121532063
2850,0,0.11893565
2851,0,0.110268441
2852,-0.3,0.111358114
2853,0,0.110758093
2854,-0.333333333,0.115358331
2855,0,0.107273272
2856,0.25,0.118304182
2857,0,0.106167096
2858,0.4,0.105985308
2859,0,0.108003231
2860,0,0.115273355
2861,0,0.118298856
2862,0.5,0.110061274
2863,0,0.117608334
2864,0.2,0.103257413
2865,0.65,0.112823455
2866,0,0.107618787
2867,0,0.105967018
2868,0,0.105618071
2869,1,0.11555192
2870,0.045454545,0.113451497
2871,0.5,0.11823947
2872,0,0.107142375
2873,1,0.111358114
2874,0,0.112172902
2875,0,0.107896112
2876,0.285714286,0.114165298
2877,-0.45,0.113157935
2878,0,0.113289696
2879,0,0.114720623
2880,0,0.112972272
2881,-0.3,0.115442807
2882,0.5,0.108731435
2883,0,0.115102037
2884,0.25,0.115925898
2885,-0.25,0.110887727
2886,0.1,0.109350984
2887,-0.75,0.109896127
2888,0,0.110755943
2889,0,0.116717331
2890,0.15,0.114211114
2891,-0.125,0.11629373
2892,0.5,0.113888719
2893,0.1,0.108465058
2894,0.25,0.114165298
2895,0,0.111382537
2896,0.3,0.108687977
2897,0.25,0.103226945
2898,0,0.119484295
2899,0,0.118670416
2900,0,0.115543271
2901,0.8,0.116402172
2902,0,0.115603101
2903,0.6,0.105679116
2904,-0.142261905,0.104910736
2905,0.166666667,0.10818038
2906,0.136363636,0.111881993
2907,-0.3,0.115120016
2908,0.170454545,0.105948439
2909,0,0.115102037
2910,-0.3125,0.112597242
2911,0.357142857,0.099172212
2912,0.208,0.114930419
2913,-0.6,0.110616933
2914,0,0.116532316
2915,0,0.111495377
2916,0,0.10509246
2917,0,0.099821174
2918,0.5,0.114470115
2919,0.677083333,0.104525816
2920,0,0.116182517
2921,0.25,0.116354866
2922,0.15,0.110780408
2923,0.008333333,0.126870741
2924,0.7,0.117283374
2925,0,0.10659424
2926,0,0.113805292
2927,0,0.108301626
2928,0,0.105435162
2929,-0.05,0.104836255
2930,0.133333333,0.115924022
2931,0.4,0.105731789
2932,0.8,0.113242252
2933,0,0.111693862
2934,0,0.112493898
2935,0,0.109276161
2936,0,0.108113439
2937,0,0.10659309
2938,0,0.116964224
2939,0.323484848,0.111902316
2940,0.65,0.112928932
2941,-0.3125,0.114395119
2942,-0.145833333,0.114161966
2943,0.1875,0.114061414
2944,0.271875,0.108544141
2945,-0.125,0.110954699
2946,0.3,0.113657023
2947,0.5,0.112150029
2948,0.633333333,0.108608437
2949,0,0.108534352
2950,-0.3,0.110247778
2951,0.104166667,0.113862324
2952,0.170454545,0.11047388
2953,0,0.117283374
2954,0,0.111054556
2955,-0.15,0.112497156
2956,0,0.114846547
2957,0,0.107980346
2958,0,0.113357151
2959,0,0.115484723
2960,0,0.110175893
2961,-0.125,0.117520753
2962,0.127272727,0.115999907
2963,-0.4,0.11026566
2964,0,0.1002706
2965,-0.122222222,0.125020625
2966,0,0.115546915
2967,0.85,0.104212428
2968,0,0.116364278
2969,0,0.100931971
2970,0.2,0.111788653
2971,0,0.113872343
2972,0.5,0.107776456
2973,0.25,0.10509246
2974,-0.083333333,0.108554114
2975,0.458333333,0.108488005
2976,-0.25,0.106274476
2977,0,0.107856568
2978,0.233333333,0.101285694
2979,-0.291666667,0.113888719
2980,0,0.112023272
2981,0.45,0.118159452
2982,-0.25,0.11292992
2983,0.166666667,0.114211114
2984,0,0.110984643
2985,0,0.109423255
2986,-0.125,0.110495036
2987,0,0.117468442
2988,0,0.112928932
2989,0,0.110514499
2990,0.192613636,0.119108347
2991,0,0.108570508
2992,-0.10625,0.107249814
2993,0,0.105310912
2994,0,0.109849114
2995,-0.094444444,0.119108347
2996,0.1,0.115473619
2997,0,0.107391867
2998,0,0.111785202
2999,1,0.109952148
3000,0.35,0.117689838
3001,0,0.110726679
3002,0.5,0.114025049
3003,0,0.115316468
3004,0,0.122043745
3005,0,0.110432779
3006,0.284090909,0.113888719
3007,0,0.090438666
3008,-0.25,0.105165707
3009,0,0.103652853
3010,0,0.10387207
3011,0.6,0.113911979
3012,0,0.108671495
3013,0.375,0.104217019
3014,0.5,0.111734925
3015,0.3875,0.106703591
3016,0.285714286,0.10743432
3017,0,0.109041
3018,0.104166667,0.114036699
3019,0,0.11904535
3020,-0.133333333,0.104819374
3021,0.075,0.113241705
3022,0,0.112156715
3023,0,0.10082198
3024,0,0.110185884
3025,0.228571429,0.107265482
3026,0.658333333,0.115111408
3027,0.136363636,0.119038262
3028,0.033333333,0.105909351
3029,0.136363636,0.109350984
3030,0.058333333,0.118099273
3031,0.375,0.112703234
3032,0.5,0.119344556
3033,0,0.111172888
3034,-0.4,0.099172212
3035,0,0.108022073
3036,0,0.112405719
3037,0.1,0.108089087
3038,0.368181818,0.114061414
3039,0,0.108860748
3040,1,0.120578932
3041,0,0.110074635
3042,0,0.1138444
3043,0.266666667,0.109633262
3044,0.566666667,0.10705736
3045,0,0.108979497
3046,-0.3125,0.10943286
3047,0.5,0.114328818
3048,-0.75,0.105013939
3049,0.5,0.099691394
3050,0,0.117026602
3051,0.4,0.112310833
3052,0.5,0.113167618
3053,0,0.110080977
3054,0,0.112390489
3055,-0.4,0.111540752
3056,0.1,0.112503458
3057,-0.7,0.116094389
3058,0,0.118645342
3059,0,0.108830666
3060,-0.4,0.101799066
3061,-0.5,0.108974523
3062,0.136363636,0.111732068
3063,0.193333333,0.110959682
3064,0,0.115442807
3065,1,0.108761655
3066,0.5125,0.111497697
3067,0,0.114148804
3068,0.074603175,0.111312852
3069,0,0.119656487
3070,0.2,0.109276161
3071,0.5,0.109751195
3072,0.1,0.114505096
3073,-0.50625,0.107249814
3074,0.91,0.105008263
3075,-0.4375,0.110787765
3076,0,0.116057687
3077,-0.06,0.102039632
3078,0.296428571,0.108925039
3079,0,0.110421893
3080,0,0.107210069
3081,0.170454545,0.115149403
3082,0.05,0.104997855
3083,0.25,0.114995401
3084,0.5,0.113601109
3085,0,0.114634628
3086,0,0.107556236
3087,0.4125,0.109886013
3088,0.391666667,0.110863677
3089,0.5,0.115128679
3090,0.214285714,0.113675531
3091,0.05,0.117039203
3092,0.5,0.108174889
3093,-0.147070313,0.110740124
3094,0,0.117007008
3095,0,0.111977712
3096,0.5,0.113875611
3097,0,0.110167224
3098,0.288257576,0.117249537
3099,0.083333333,0.118919623
3100,0,0.111856218
3101,0,0.113318228
3102,0,0.115771863
3103,0.05,0.109627518
3104,0.711979167,0.101194578
3105,0.3875,0.114050756
3106,-0.3,0.107654589
3107,0.6,0.11263572
3108,0.65,0.112743357
3109,0,0.10863447
3110,0,0.110266681
3111,0.433333333,0.11070093
3112,0,0.102950881
3113,0.21875,0.112703234
3114,0,0.108310272
3115,0.5,0.112649342
3116,0,0.109871503
3117,0.766666667,0.114006219
3118,-0.155555556,0.099828712
3119,0.6,0.106784562
3120,0.8,0.113029799
3121,0.25,0.103825972
3122,0.1390625,0.114697392
3123,0,0.114547066
3124,0.285714286,0.097092562
3125,-0.75,0.11515967
3126,0,0.111668033
3127,0,0.118696324
3128,0,0.104886112
3129,0.1,0.112066152
3130,0,0.110875056
3131,-0.258854167,0.112079305
3132,-0.033333333,0.11998479
3133,0.068181818,0.104250796
3134,0.9,0.109627518
3135,0,0.113057683
3136,1,0.101202837
3137,0,0.113289696
3138,0,0.105961051
3139,0.5,0.104024964
3140,0,0.114140788
3141,0,0.109448353
3142,0,0.113567493
3143,0,0.106378253
3144,0.385,0.100300647
3145,0,0.110930371
3146,0.55,0.115179046
3147,0,0.100866888
3148,0,0.118460059
3149,0.1,0.110284498
3150,0,0.112156715
3151,0.8,0.111815899
3152,0.234375,0.115397451
3153,0.318181818,0.103114564
3154,-0.25,0.102573261
3155,0.8,0.10257131
3156,0,0.106257406
3157,0.25,0.101799066
3158,-0.2,0.115963125
3159,0.5,0.10876732
3160,0.083333333,0.112479263
3161,0,0.108830666
3162,-0.071022727,0.120829549
3163,-0.1,0.103107455
3164,-0.425,0.10946692
3165,0,0.114720623
3166,0.25,0.113452338
3167,0.5859375,0.104832151
3168,0,0.112209027
3169,0,0.109132818
3170,0,0.109364523
3171,0,0.114069184
3172,0.125,0.104697012
3173,0,0.105948439
3174,0.133333333,0.103838721
3175,0,0.110269314
3176,0,0.11744775
3177,-0.125,0.104227005
3178,0,0.108887096
3179,0,0.103247628
3180,0,0.107254228
3181,-0.383333333,0.119969476
3182,1,0.11904535
3183,0,0.11823947
3184,-0.2,0.106599607
3185,0.8,0.102303256
